NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-100366;27/03/2024;2024-04-02;02/05/2024;CLI-0099;EMP-505;ENT-MTL;BD-1001;8;251,83;24,90;182,30;Téléphone
CMD-100674;10/05/2024;18/05/2024;30-juin-24;CLI-0083;EMP-507;ENT-QC;BD-1007;3;94,80;8,30;55,96;Représentant
CMD-100832;30-mai-24;03/06/2024;12/07/2024;CLI-0080;EMP-506;ENT-SAG;BD-1179;6;384,53;10,90;226,59;Portail web
CMD-102322;30/12/2024;08/01/2025;2025-02-07;CLI-0071;EMP-503;ENT-QC;BD-1091;1;547,83;3,60;279,07;Courriel
CMD-100228;2024-03-04;11/03/2024;20/04/2024;CLI-0153;EMP-507;ENT-SAG;BD-1161;2;112,82;16,50;62,84;Représentant
CMD-101164;26/07/2024;2024-07-28;18/09/2024;CLI-0026;EMP-506;ENT-SAG;BD-1005;4;291,40;10,90;204,06;Portail web
CMD-101165;26/07/2024;31/07/2024;2024-09-18;CLI-0040;EMP-509;ENT-MTL;BD-1026;6;378,47;13,70;241,74;
CMD-100800;27/05/2024;29/05/2024;2024-07-12;CLI-0211;EMP-504;ENT-MTL;BD-1009;6;91,31;13,20;66,28;Portail web
CMD-100649;07/05/2024;11/05/2024;2024-06-21;CLI-0137;EMP-503;ENT-SAG;BD-1015;9;418,71;21,20;318,69;Portail web
CMD-101803;2024-10-08;17/10/2024;23/11/2024;CLI-0100;EMP-505;ENT-QC;BD-1136;3;200,48;3,40;110,14;Téléphone
CMD-100098;31-janv-24;02/02/2024;28/02/2024;CLI-0089;EMP-502;ENT-MTL;BD-1147;7;475,09;20,60;339,78;Courriel
CMD-101105;12/07/2024;2024-07-20;25/08/2024;CLI-0136;EMP-507;ENT-QC;BD-1114;8;212,22;16,00;149,59;Portail web
CMD-100288;14/03/2024;2024-03-20;25/04/2024;CLI-0156;EMP-502;ENT-QC;BD-1165;12;178,40;3,10;105,70;Téléphone
CMD-101630;19/09/2024;21/09/2024;10/10/2024;CLI-0114;EMP-502;ENT-QC;BD-1036;8;236,35;8,00;159,06;Représentant
CMD-102056;07/11/2024;09/11/2024;04-déc-24;CLI-0133;EMP-508;ENT-MTL;BD-1076;12;496,33;11,50;281,11;Représentant
CMD-100855;03/06/2024;07/06/2024;2024-07-03;CLI-0069;EMP-508;ENT-QC;BD-1027;12;446,51;2,50;249,72;Téléphone
CMD-102049;06/11/2024;14-nov-24;19/12/2024;CLI-0123;EMP-501;ENT-MTL;BD-1092;1;240,70;14,70;140,04;Courriel
CMD-100200;27-févr-24;06/03/2024;04/04/2024;CLI-0128;EMP-502;ENT-MTL;BD-1103;2;201,37;11,60;151,66;Représentant
CMD-101547;11/09/2024;15-sept-24;27/10/2024;CLI-0053;EMP-509;ENT-QC;BD-1053;1;279,50;14,60;176,84;Portail web
CMD-100211;29/02/2024;06/03/2024;2024-04-26;CLI-0207;EMP-501;ENT-QC;BD-1181;2;597,88;4,30;305,97;Représentant
CMD-101425;29/08/2024;07/09/2024;29-sept-24;CLI-0038;EMP-507;ENT-MTL;BD-1041;4;213,30;15,90;159,88;Représentant
CMD-101103;2024-07-12;18/07/2024;20/08/2024;CLI-0139;EMP-506;ENT-QC;BD-1115;12;66,38;11,10;46,26;Téléphone
CMD-101487;2024-09-06;09/09/2024;09/10/2024;CLI-0009;EMP-502;ENT-QC;BD-1072;22;309,08;21,90;196,62;Représentant
CMD-101439;30/08/2024;08/09/2024;10/10/2024;CLI-0118;EMP-504;ENT-QC;BD-1002;2;399,77;14,70;292,58;Représentant
CMD-100990;24/06/2024;03-juil-24;20/08/2024;CLI-0042;EMP-505;ENT-MTL;BD-1125;6;367,80;16,40;285,25;Portail web
CMD-102317;28/12/2024;2025-01-02;08/02/2025;CLI-0067;EMP-502;ENT-QC;BD-1136;6;183,36;11,70;110,14;Portail web
CMD-100576;26/04/2024;02-mai-24;07/06/2024;CLI-0185;EMP-508;ENT-MTL;BD-1168;24;304,81;23,80;224,71;Représentant
CMD-101981;29/10/2024;01/11/2024;2024-12-05;CLI-0217;EMP-506;ENT-QC;BD-1006;17;250,69;25,10;178,72;Téléphone
CMD-102201;28/11/2024;01/12/2024;2025-01-03;CLI-0129;EMP-508;ENT-SAG;BD-1089;6;290,79;8,10;157,64;Téléphone
CMD-102129;19/11/2024;2024-11-23;20/12/2024;CLI-0182;EMP-503;ENT-QC;BD-1081;3;497,29;16,20;302,82;Représentant
CMD-101628;19/09/2024;21-sept-24;27/10/2024;CLI-0019;EMP-502;ENT-MTL;BD-1172;6;388,12;7,30;216,67;Téléphone
CMD-100012;03/01/2024;06/01/2024;2024-01-30;CLI-0011;EMP-507;ENT-QC;BD-1098;6;430,95;2,30;257,11;Représentant
CMD-100624;2024-05-03;10/05/2024;14/06/2024;CLI-0102;EMP-506;ENT-SAG;BD-1002;2;453,44;3,20;292,58;Représentant
CMD-101524;2024-09-10;18/09/2024;23/10/2024;CLI-0089;EMP-502;ENT-MTL;BD-1062;4;144,84;19,40;112,54;Portail web
CMD-101507;09/09/2024;14/09/2024;03-nov-24;CLI-0217;EMP-506;ENT-MTL;BD-1102;8;393,56;18,80;255,33;Téléphone
CMD-101450;02/09/2024;06/09/2024;2024-10-23;CLI-0209;EMP-508;ENT-MTL;BD-1150;11;467,04;25,40;339,92;Téléphone
CMD-100999;25/06/2024;28/06/2024;2024-07-15;CLI-0212;EMP-507;ENT-QC;BD-1108;5;219,86;19,50;166,46;Représentant
CMD-100420;04/04/2024;13/04/2024;24-mai-24;CLI-0034;EMP-507;ENT-MTL;BD-1027;3;404,16;11,80;249,72;Portail web
CMD-100008;2024-01-02;05/01/2024;04/02/2024;CLI-0141;EMP-502;ENT-QC;BD-1135;3;65,95;10,00;39,89;Portail web
CMD-101497;2024-09-06;14/09/2024;13/10/2024;CLI-0086;EMP-502;ENT-QC;BD-1087;2;365,68;5,20;211,22;Représentant
CMD-101048;02/07/2024;10/07/2024;2024-08-17;CLI-0212;EMP-507;ENT-SAG;BD-1126;7;163,84;19,10;130,29;Portail web
CMD-100427;05/04/2024;11/04/2024;2024-05-21;CLI-0209;EMP-508;ENT-MTL;BD-1174;10;233,38;20,90;165,53;Portail web
CMD-101148;2024-07-23;28/07/2024;10/09/2024;CLI-0115;EMP-509;ENT-QC;BD-1119;3;80,23;12,60;58,44;Courriel
CMD-100480;11/04/2024;2024-04-14;05/06/2024;CLI-0195;EMP-506;ENT-SAG;BD-1041;4;227,42;10,30;159,88;Téléphone
CMD-101554;11/09/2024;2024-09-20;13/10/2024;CLI-0209;EMP-508;ENT-MTL;BD-1116;8;72,28;18,50;58,93;Portail web
CMD-100839;2024-05-31;02/06/2024;05/07/2024;CLI-0001;EMP-508;ENT-QC;BD-1040;4;416,58;5,50;268,77;Portail web
CMD-101732;01/10/2024;2024-10-08;27/10/2024;CLI-0128;EMP-502;ENT-MTL;BD-1050;4;419,68;16,80;291,69;Portail web
CMD-101462;03/09/2024;07-sept-24;17/10/2024;CLI-0094;EMP-502;ENT-SAG;BD-1113;2;398,46;6,70;276,01;Téléphone
CMD-100413;03/04/2024;12/04/2024;2024-04-30;CLI-0011;EMP-507;ENT-QC;BD-1161;4;128,69;4,70;62,84;Représentant
CMD-102164;22/11/2024;30/11/2024;20/01/2025;CLI-0209;EMP-508;ENT-QC;BD-1057;11;22,49;24,60;19,26;Représentant
CMD-100671;10/05/2024;19/05/2024;2024-07-03;CLI-0037;EMP-504;ENT-MTL;BD-9165;14;72,31;18,50;58,93;Représentant
CMD-101299;14/08/2024;18/08/2024;2024-10-10;CLI-0154;EMP-507;ENT-QC;BD-1059;2;441,48;16,30;324,94;Courriel
CMD-102003;2024-10-31;03/11/2024;02/01/2025;CLI-0041;EMP-508;ENT-MTL;BD-1156;4;258,61;14,40;161,25;Courriel
CMD-100913;12/06/2024;21/06/2024;2024-07-26;CLI-0080;EMP-506;ENT-MTL;BD-1057;2;26,64;10,70;19,26;Courriel
CMD-100176;21/02/2024;2024-02-24;08/04/2024;CLI-0079;EMP-509;ENT-MTL;BD-1081;2;552,15;6,90;302,82;Salon
CMD-102022;01/11/2024;2024-11-04;15/12/2024;CLI-0212;EMP-507;ENT-MTL;BD-1182;17;83,54;23,30;56,87;Représentant
CMD-100679;2024-05-10;16/05/2024;04/07/2024;CLI-0002;EMP-509;ENT-MTL;BD-1058;2;233,64;4,60;146,46;Téléphone
CMD-100118;05/02/2024;09/02/2024;25-mars-24;CLI-0088;EMP-504;ENT-QC;BD-1002;3;389,05;17,00;292,58;Représentant
CMD-100540;22/04/2024;28/04/2024;2024-06-03;CLI-0211;EMP-504;ENT-MTL;BD-1075;8;85,32;15,30;59,74;Représentant
CMD-100735;17/05/2024;19/05/2024;20/06/2024;CLI-0140;EMP-502;ENT-QC;BD-1030;3;175,22;4,30;98,88;Portail web
CMD-101971;28/10/2024;01-nov-24;;CLI-0149;EMP-501;ENT-MTL;BD-1094;1;199,13;2,30;121,74;Téléphone
CMD-101027;2024-06-28;07/07/2024;24/07/2024;CLI-0012;EMP-501;ENT-SAG;BD-1114;17;204,38;19,10;149,59;Représentant
CMD-100615;02/05/2024;04/05/2024;24/05/2024;CLI-0009;EMP-502;ENT-MTL;BD-1064;6;96,53;22,90;69,43;Téléphone
CMD-101601;16/09/2024;21/09/2024;27-oct-24;CLI-0031;EMP-509;ENT-QC;BD-1164;8;165,41;15,20;98,38;Représentant
CMD-100154;2024-02-14;17/02/2024;20/03/2024;CLI-0162;EMP-508;ENT-SAG;BD-1168;3;339,71;15,10;224,71;Téléphone
CMD-100647;07/05/2024;13-mai-24;23/06/2024;CLI-0121;EMP-508;ENT-MTL;BD-1136;3;180,41;13,10;110,14;Portail web
CMD-100905;2024-06-11;16/06/2024;22/06/2024;CLI-0163;EMP-505;ENT-SAG;BD-1088;4;606,85;3,60;335,85;Représentant
CMD-102021;01/11/2024;07/11/2024;30-nov-24;CLI-0216;EMP-503;ENT-MTL;BD-1069;2;381,44;4,30;198,50;Téléphone
CMD-100652;07/05/2024;2024-05-16;13/06/2024;CLI-0009;EMP-502;ENT-QC;BD-1126;8;150,54;25,60;130,29;
CMD-101084;2024-07-08;12/07/2024;11/08/2024;CLI-0139;EMP-506;ENT-QC;BD-1121;6;68,52;12,00;43,73;Représentant
CMD-101450;2024-09-02;06/09/2024;23/10/2024;cli-0209;EMP-508;ENT-MTL;BD-1039;10;147,73;25,40;119,66;Portail web
CMD-100879;07/06/2024;15/06/2024;12/07/2024;CLI-0001;EMP-508;ENT-QC;BD-1048;4;47,03;8,10;32,82;Représentant
CMD-100783;24/05/2024;2024-05-26;08/07/2024;CLI-0017;EMP-507;ENT-MTL;BD-1045;12;110,39;15,80;76,76;Courriel
CMD-101078;06/07/2024;2024-07-12;19/07/2024;CLI-0162;EMP-508;ENT-MTL;BD-1034;24;208,62;12,20;151,89;Représentant
CMD-102128;19-nov-24;27/11/2024;13/12/2024;CLI-0182;EMP-503;ENT-SAG;BD-1160;4;65,96;16,20;40,71;Courriel
CMD-102204;29/11/2024;2024-12-04;07/01/2025;CLI-0133;EMP-508;ENT-QC;BD-1113;1;356,88;16,40;276,01;Représentant
CMD-100392;01/04/2024;09-avr-24;22/04/2024;  CLI-0004;EMP-505;ENT-QC;BD-1058;6;237,44;3,00;146,46;Représentant
CMD-101288;13/08/2024;2024-08-18;14/09/2024;CLI-0158;EMP-507;ENT-MTL;BD-1106;24;516,33;2,70;333,09;Représentant
CMD-100642;07/05/2024;13/05/2024;2024-06-14;cli-0089;EMP-502;ENT-SAG;BD-1120;8;220,32;25,80;182,88;Portail web
CMD-100124;06/02/2024;12-févr-24;26/03/2024;CLI-0037;EMP-504;ENT-MTL;BD-1176;11;496,87;21,20;322,02;Courriel
CMD-100137;09/02/2024;18-févr-24;05/03/2024;CLI-0178;EMP-501;ENT-MTL;BD-1116;2;83,98;5,30;58,93;Représentant
CMD-101746;02/10/2024;2024-10-05;04/12/2024;CLI-0160;EMP-508;ENT-MTL;BD-1087;8;366,96;4,90;211,22;Téléphone
CMD-100171;20/02/2024;25/02/2024;07/04/2024;CLI-0153;EMP-507;ENT-MTL;BD-1043;1;439,16;16,80;294,10;Portail web
CMD-101265;09/08/2024;2024-08-12;03/09/2024;CLI-0027;EMP-502;ENT-MTL;BD-1044;2;302,05;6,50;195,45;Portail web
CMD-100576;26/04/2024;2024-05-02;07/06/2024;CLI-0185;EMP-508;ENT-MTL;BD-1171;9;120,64;23,80;83,70;Représentant
CMD-102080;12/11/2024;14/11/2024;2024-12-13;CLI-0047;EMP-508;ENT-QC;BD-1146;2;314,59;16,20;220,88;Représentant
CMD-102161;22/11/2024;27/11/2024;19-janv-25;CLI-0016;EMP-505;ENT-SAG;BD-1093;2;210,97;5,70;132,18;Représentant
CMD-102013;31/10/2024;05/11/2024;04-déc-24;CLI-0094;EMP-502;ENT-MTL;BD-1078;12;350,49;8,60;197,64;Portail web
CMD-100183;2024-02-23;26/02/2024;26/03/2024;CLI-0033;EMP-504;ENT-SAG;BD-1043;3;453,60;14,10;294,10;Portail web
CMD-101366;22/08/2024;26/08/2024;;CLI-0139;EMP-506;ENT-QC;BD-1008;1;196,05;16,20;128,94;Représentant
CMD-100348;25/03/2024;29/03/2024;2024-05-08;CLI-0187;EMP-507;ENT-MTL;BD-1038;24;482,14;12,60;313,36;Représentant
CMD-102282;18/12/2024;2024-12-24;12/01/2025;CLI-0123;EMP-501;ENT-SAG;BD-1085;6;58,06;13,60;40,90;Portail web
CMD-100328;20/03/2024;28/03/2024;11-avr-24;CLI-0044;EMP-505;ENT-MTL;BD-1081;12;529,85;10,70;302,82;Représentant
CMD-100191;26-févr-24;28/02/2024;28/04/2024;CLI-0012;EMP-501;ENT-MTL;BD-1096;20;231,80;21,70;170,74;Portail web
CMD-101207;02/08/2024;06/08/2024;2024-08-25;CLI-0130;EMP-508;ENT-MTL;BD-1004;10;220,42;19,60;155,56;Portail web
CMD-101008;2024-06-26;02/07/2024;16/08/2024;CLI-0074;EMP-507;ENT-MTL;BD-1171;9;117,93;25,50;83,70;Représentant
CMD-100996;25/06/2024;03/07/2024;05/09/2024;CLI-0173;EMP-508;ENT-QC;BD-1111;6;196,91;11,10;145,84;Représentant
CMD-101088;2024-07-08;15/07/2024;27/07/2024;CLI-0044;EMP-505;ENT-QC;BD-1048;12;45,57;11,00;32,82;
CMD-100747;20/05/2024;28/05/2024;;CLI-0127;EMP-503;ENT-MTL;BD-1109;1;408,60;11,20;303,82;Portail web
CMD-101132;19/07/2024;2024-07-28;06/08/2024;CLI-0076;EMP-507;ENT-MTL;BD-1016;2;305,95;26,00;219,41;Représentant
CMD-101708;27/09/2024;30/09/2024;2024-10-29;CLI-0056;EMP-502;ENT-MTL;BD-9283;18;38,15;25,50;32,82;Salon
CMD-101998;2024-10-30;02/11/2024;15/12/2024;CLI-0029;EMP-506;ENT-MTL;BD-1078;16;292,92;23,60;197,64;Salon
CMD-100905;11/06/2024;16-juin-24;22/06/2024;CLI-0163;EMP-505;ENT-SAG;BD-1039;4;190,75;3,60;119,66;Portail web
CMD-100977;2024-06-20;27/06/2024;18/08/2024;  CLI-0009;EMP-502;ENT-QC;BD-1059;2;411,72;21,90;324,94;Représentant
CMD-101166;26/07/2024;2024-07-29;05/09/2024;CLI-0189;EMP-501;ENT-SAG;BD-1121;24;71,99;7,50;43,73;Représentant
CMD-101275;12/08/2024;21-août-24;21/09/2024;CLI-0213;EMP-508;ENT-MTL;BD-1166;3;402,34;3,20;212,88;Portail web
CMD-100161;16/02/2024;2024-02-24;02/04/2024;CLI-0161;EMP-508;ENT-SAG;BD-1127;1;287,57;4,50;170,72;Représentant
CMD-100361;2024-03-27;03/04/2024;16/05/2024;CLI-0137;EMP-503;ENT-SAG;BD-1064;8;100,01;20,20;69,43;Représentant
CMD-101297;14/08/2024;23/08/2024;26-sept-24;CLI-0062;EMP-507;ENT-MTL;BD-1053;2;283,66;13,30;176,84;Portail web
CMD-100779;2024-05-24;27/05/2024;05/07/2024;CLI-0037;EMP-504;ENT-MTL;BD-1107;22;177,81;19,30;147,44;Portail web
CMD-102155;21/11/2024;28-nov-24;31/12/2024;CLI-0062;EMP-507;ENT-QC;BD-1125;1;370,02;15,90;285,25;Représentant
CMD-100013;04/01/2024;12/01/2024;2024-02-11;CLI-0142;EMP-508;ENT-MTL;BD-1176;2;593,58;5,90;322,02;Représentant
CMD-101597;16/09/2024;2024-09-23;21/10/2024;CLI-0099;EMP-505;ENT-QC;BD-1096;7;240,77;18,70;170,74;Téléphone
CMD-100272;11/03/2024;20/03/2024;24-avr-24;CLI-0099;EMP-505;ENT-SAG;BD-1038;10;425,60;22,90;313,36;Portail web
CMD-101845;11/10/2024;16/10/2024;18-nov-24;CLI-0074;EMP-507;ENT-QC;BD-1147;4;447,92;25,10;339,78;Courriel
CMD-100869;05/06/2024;2024-06-14;20/06/2024;CLI-0195;EMP-506;ENT-QC;BD-1019;1;259,57;13,80;170,21;Représentant
CMD-100489;12/04/2024;15-avr-24;11/05/2024;CLI-0209;EMP-508;ENT-MTL;BD-1120;24;220,78;25,60;182,88;Représentant
CMD-101815;09/10/2024;15/10/2024;2024-10-17;CLI-0002;EMP-509;ENT-MTL;BD-1078;3;374,81;2,20;197,64;Portail web
CMD-101420;2024-08-29;31/08/2024;17/10/2024;CLI-0007;EMP-508;ENT-MTL;BD-1180;2;182,00;3,90;93,34;Portail web
CMD-100680;10/05/2024;17/05/2024;2024-06-16;CLI-0055;EMP-506;ENT-MTL;BD-1062;2;169,54;5,60;112,54;Courriel
CMD-101418;29/08/2024;07/09/2024;13/10/2024;CLI-0208;EMP-507;ENT-MTL;BD-1013;2;439,60;14,80;308,85;
CMD-101171;27/07/2024;03/08/2024;26/08/2024;CLI-0029;EMP-506;ENT-MTL;BD-1147;5;475,18;20,60;339,78;Portail web
CMD-100079;24/01/2024;2024-02-01;03/03/2024;CLI-0154;EMP-507;ENT-MTL;BD-1110;3;254,54;10,30;178,91;Portail web
CMD-100539;20/04/2024;26-avr-24;12/06/2024;CLI-0056;EMP-502;ENT-QC;BD-1053;5;246,21;24,70;176,84;Représentant
CMD-101767;2024-10-03;12/10/2024;24/10/2024;CLI-0041;EMP-508;ENT-SAG;BD-1086;3;118,28;14,10;80,72;Représentant
CMD-100558;2024-04-24;02/05/2024;23/05/2024;CLI-0056;EMP-502;ENT-SAG;BD-1120;14;231,14;22,10;182,88;Portail web
CMD-101733;2024-10-01;04/10/2024;05/11/2024;CLI-0152;EMP-503;ENT-MTL;BD-1091;4;550,18;3,10;279,07;Portail web
CMD-100191;26/02/2024;28/02/2024;2024-04-28;CLI-0012;EMP-501;ENT-MTL;BD-1162;8;107,28;21,70;66,97;Courriel
CMD-101205;01/08/2024;2024-08-08;18/09/2024;CLI-0047;EMP-508;ENT-MTL;BD-1027;6;392,17;14,40;249,72;Portail web
CMD-100909;11/06/2024;17/06/2024;31/07/2024;CLI-0128;EMP-502;ENT-MTL;BD-1139;24;308,39;14,00;198,93;Portail web
CMD-101801;2024-10-08;16/10/2024;21/11/2024;CLI-0144;EMP-502;ENT-MTL;BD-1065;3;221,95;11,00;128,81;Représentant
CMD-100235;05/03/2024;12-mars-24;16/04/2024;CLI-0152;EMP-503;ENT-MTL;BD-1174;3;273,68;7,30;165,53;Représentant
CMD-100489;2024-04-12;15/04/2024;11/05/2024;CLI-0209;EMP-508;ENT-MTL;BD-1145;25;136,96;25,60;108,83;Représentant
CMD-100179;2024-02-21;28/02/2024;31/03/2024;CLI-0041;EMP-508;ENT-SAG;BD-1060;3;338,40;14,50;241,90;Représentant
CMD-101822;10/10/2024;16/10/2024;2024-11-24;CLI-0133;EMP-508;ENT-SAG;BD-1087;3;328,77;14,80;211,22;Téléphone
CMD-100209;29-févr-24;09/03/2024;04/04/2024;CLI-0031;EMP-509;ENT-QC;BD-1022;3;403,75;11,20;247,74;Représentant
CMD-100769;22/05/2024;25-mai-24;10/07/2024;CLI-0031;EMP-509;ENT-MTL;BD-1123;1;191,30;12,10;129,56;Représentant
CMD-100508;2024-04-16;18/04/2024;29/05/2024;CLI-0206;EMP-503;ENT-MTL;BD-1170;3;30,97;11,90;16,60;Représentant
CMD-100574;26/04/2024;2024-05-01;27/06/2024;CLI-0137;EMP-503;ENT-MTL;BD-1143;13;298,38;20,50;215,92;Représentant
CMD-101643;2024-09-20;23/09/2024;25/10/2024;CLI-0062;EMP-507;ENT-SAG;BD-1110;4;248,63;12,40;178,91;Représentant
CMD-102094;2024-11-13;16/11/2024;26/12/2024;CLI-0089;EMP-502;ENT-QC;BD-1167;11;299,11;19,40;205,42;Représentant
CMD-101141;22/07/2024;2024-07-30;07/09/2024;CLI-0074;EMP-507;ENT-MTL;BD-1048;6;41,10;19,70;32,82;Téléphone
CMD-101493;06/09/2024;11/09/2024;2024-10-09;  CLI-0137;EMP-503;ENT-MTL;BD-1035;6;39,46;18,40;30,00;Téléphone
CMD-101386;26/08/2024;04/09/2024;2024-10-05;CLI-0137;EMP-503;ENT-QC;BD-1061;9;88,65;25,00;75,23;Portail web
CMD-100374;28-mars-24;05/04/2024;10/04/2024;CLI-0217;EMP-506;ENT-QC;BD-1053;35;244,50;25,30;176,84;Représentant
CMD-101970;28/10/2024;02/11/2024;12-déc-24;CLI-0120;EMP-509;ENT-MTL;BD-1137;2;41,35;3,40;25,06;Représentant
CMD-100998;2024-06-25;03/07/2024;04/08/2024;CLI-0212;EMP-507;ENT-MTL;BD-1028;26;177,24;25,00;140,77;Téléphone
CMD-100379;29/03/2024;31/03/2024;24/05/2024;CLI-0048;EMP-508;ENT-MTL;BD-1119;4;77,72;15,40;58,44;Portail web
CMD-102099;14/11/2024;2024-11-20;12/12/2024;CLI-0075;EMP-506;ENT-QC;BD-1153;12;183,24;8,70;113,61;Portail web
CMD-101384;24/08/2024;2024-09-01;04/10/2024;CLI-0009;EMP-502;ENT-QC;BD-1169;15;446,25;22,60;276,47;Téléphone
CMD-100478;11/04/2024;13/04/2024;2024-05-28;CLI-0165;EMP-507;ENT-SAG;BD-1028;12;227,46;3,80;140,77;Portail web
CMD-101363;21/08/2024;27-août-24;26/10/2024;CLI-0021;EMP-501;ENT-MTL;BD-1021;24;348,73;4,10;201,55;Téléphone
CMD-100937;14/06/2024;22/06/2024;2024-08-07;CLI-0063;EMP-503;ENT-QC;BD-1141;4;424,16;15,00;307,78;Téléphone
CMD-100784;24/05/2024;28-mai-24;02/07/2024;CLI-0154;EMP-507;ENT-MTL;BD-1049;24;48,70;10,90;30,58;Téléphone
CMD-101434;30/08/2024;05/09/2024;08/10/2024;CLI-0083;EMP-507;ENT-QC;BD-1007;2;98,33;4,80;55,96;Portail web
CMD-101355;20/08/2024;29/08/2024;2024-10-15;CLI-0074;EMP-507;ENT-MTL;BD-1026;3;349,02;20,40;241,74;Représentant
CMD-100368;28/03/2024;05-avr-24;09/05/2024;CLI-0085;EMP-503;ENT-QC;BD-1003;3;279,82;6,20;188,61;Représentant
CMD-101493;2024-09-06;11/09/2024;09/10/2024;CLI-0137;EMP-503;ENT-MTL;BD-1140;30;51,81;18,40;40,41;Courriel
CMD-100725;2024-05-16;24/05/2024;25/06/2024;CLI-0076;EMP-507;ENT-SAG;BD-1107;19;168,45;23,50;147,44;Portail web
CMD-101472;04/09/2024;10/09/2024;18/11/2024;CLI-0183;EMP-506;ENT-MTL;BD-1074;2;188,52;2,90;108,27;Représentant
CMD-100611;01/05/2024;2024-05-03;05/06/2024;CLI-0130;EMP-508;ENT-QC;BD-1007;36;79,44;23,10;55,96;Portail web
CMD-102232;2024-12-04;10/12/2024;15/01/2025;CLI-0112;EMP-505;ENT-MTL;BD-1158;4;304,81;12,80;180,81;Portail web
CMD-100956;18/06/2024;2024-06-23;16/07/2024;CLI-0074;EMP-507;ENT-MTL;BD-1009;2;79,45;24,50;66,28;Portail web
CMD-102299;23/12/2024;2025-01-01;21/01/2025;CLI-0029;EMP-506;ENT-QC;BD-1096;17;232,23;21,60;170,74;Portail web
CMD-102266;13/12/2024;16-déc-24;21/01/2025;CLI-0042;EMP-505;ENT-QC;BD-1078;24;331,39;13,60;197,64;Représentant
CMD-100979;20/06/2024;25/06/2024;2024-07-25;CLI-0056;EMP-502;ENT-QC;BD-1133;2;82,89;18,20;61,66;Représentant
CMD-102217;2024-11-30;07/12/2024;01/01/2025;CLI-0083;EMP-507;ENT-QC;BD-1175;6;166,05;2,20;94,86;Représentant
CMD-100878;07/06/2024;10-juin-24;;CLI-0179;EMP-509;ENT-QC;BD-1119;8;87,13;5,10;58,44;Téléphone
CMD-102323;31/12/2024;06/01/2025;05-févr-25;CLI-0059;EMP-504;ENT-QC;BD-1074;6;148,35;23,60;108,27;Téléphone
CMD-101874;16/10/2024;25-oct-24;27/11/2024;CLI-0040;EMP-509;ENT-QC;BD-1144;12;155,89;12,70;96,31;Téléphone
CMD-101856;14-oct-24;21/10/2024;18/11/2024;CLI-0009;EMP-502;ENT-SAG;BD-1115;2;58,07;22,20;46,26;Représentant
CMD-102326;31/12/2024;06/01/2025;20-févr-25;CLI-0081;EMP-502;ENT-QC;BD-1154;12;457,25;14,50;323,13;Représentant
CMD-102156;21/11/2024;25/11/2024;19/12/2024;CLI-0054;EMP-507;ENT-QC;BD-1129;2;61,35;14,70;45,49;Portail web
CMD-100433;06-avr-24;14/04/2024;22/05/2024;CLI-0111;EMP-507;ENT-MTL;BD-1084;12;553,55;4,70;312,00;Représentant
CMD-100317;19/03/2024;28/03/2024;2024-05-16;CLI-0035;EMP-503;ENT-MTL;BD-1082;4;427,45;10,10;278,39;Représentant
CMD-101084;08/07/2024;2024-07-12;11/08/2024;CLI-0139;EMP-506;ENT-QC;BD-1157;4;46,08;12,00;24,69;Portail web
CMD-101439;2024-08-30;08/09/2024;10/10/2024;CLI-0118;EMP-504;ENT-QC;BD-1049;2;46,63;14,70;30,58;Représentant
CMD-102190;27/11/2024;01/12/2024;16-déc-24;CLI-0037;EMP-504;ENT-SAG;BD-1130;8;459,00;18,70;317,23;Représentant
CMD-101803;08/10/2024;17/10/2024;23-nov-24;CLI-0100;EMP-505;ENT-QC;BD-1176;4;608,78;3,40;322,02;Représentant
CMD-100137;2024-02-09;18/02/2024;05/03/2024;CLI-0178;EMP-501;ENT-MTL;BD-1180;6;179,33;5,30;93,34;Représentant
CMD-101167;2024-07-26;02/08/2024;21/09/2024;CLI-0029;EMP-506;ENT-QC;BD-1175;21;131,64;22,50;94,86;Portail web
CMD-101991;30-oct-24;02/11/2024;23/12/2024;CLI-0063;EMP-503;ENT-SAG;BD-1182;1;91,10;16,30;56,87;Représentant
CMD-101413;28/08/2024;04/09/2024;06-oct-24;CLI-0209;EMP-508;ENT-MTL;BD-1173;7;317,68;20,30;207,98;Portail web
CMD-100365;2024-03-27;31/03/2024;;CLI-0198;EMP-504;ENT-QC;BD-1163;3;578,30;5,70;294,58;Représentant
CMD-101957;25/10/2024;02-nov-24;03/12/2024;CLI-0145;EMP-504;ENT-SAG;BD-1120;24;271,97;8,40;182,88;Portail web
CMD-101400;27/08/2024;29/08/2024;13-oct-24;CLI-0110;EMP-507;ENT-SAG;BD-1013;4;482,15;6,60;308,85;Téléphone
CMD-101938;23/10/2024;25/10/2024;2024-12-04;CLI-0171;EMP-507;ENT-QC;BD-1058;4;236,47;3,40;146,46;Représentant
CMD-100911;2024-06-11;15/06/2024;07/08/2024;CLI-0220;EMP-506;ENT-MTL;BD-1179;1;381,43;11,60;226,59;Portail web
