no_achat	date_commande	date_prevue	date_reception	code_fournisseur	code_article	quantite	cout_unitaire	statut
ACH-70358	2024-04-06	2024-05-21	2024-05-21	FRN-015	BD-1017	36	307,26 $	Recue
ACH-70359	2024-04-21	2024-06-05	2024-06-05	FRN-015	BD-1149	60	108,85 $	Recue
ACH-70359	2024-04-21	2024-06-05	2024-06-05	FRN-015	BD-1148	48	296,06 $	Recue
ACH-70359	2024-04-21	2024-06-05	2024-06-05	FRN-015	BD-1142	48	98,85 $	Recue
ACH-70360	2024-05-05	2024-06-19	2024-07-09	FRN-015	BD-1150	12	339,92 $	Recue
ACH-70361	2024-05-24	2024-07-08	2024-07-08	FRN-015	BD-1141	240	307,78 $	Recue
ACH-70361	2024-05-24	2024-07-08	2024-07-08	FRN-015	BD-1017	240	307,26 $	Recue
ACH-70361	2024-05-24	2024-07-08	2024-07-08	FRN-015	BD-1148	240	296,06 $	Recue
ACH-70361	2024-05-24	2024-07-08	2024-07-08	FRN-015	BD-1149	60	108,85 $	Recue
ACH-70362	2024-06-09	2024-07-24	2024-07-24	FRN-015	BD-1136	96	110,14 $	Recue
ACH-70362	2024-06-09	2024-07-24	2024-07-24	FRN-015	BD-1152	48	265,82 $	Recue
ACH-70362	2024-06-09	2024-07-24	2024-07-24	FRN-015	BD-1153	96	113,61 $	Recue
ACH-70362	2024-06-09	2024-07-24	2024-07-24	FRN-015	BD-1148	96	296,06 $	Recue
ACH-70363	2024-06-29	2024-08-13	2024-08-13	FRN-015	BD-1148	60	296,06 $	Recue
ACH-70363	2024-06-29	2024-08-13	2024-08-13	FRN-015	BD-1148	48	296,06 $	Recue
ACH-70363	2024-06-29	2024-08-13	2024-08-13	FRN-015	BD-1017	24	307,26 $	Recue
ACH-70363	2024-06-29	2024-08-13	2024-08-13	FRN-015	BD-1136	60	110,14 $	Recue
ACH-70363	2024-06-29	2024-08-13	2024-08-13	FRN-015	BD-1152	240	265,82 $	Recue
ACH-70364	2024-07-17	2024-08-31	2024-08-31	FRN-015	BD-1133	12	61,66 $	Recue
ACH-70364	2024-07-17	2024-08-31	2024-08-31	FRN-015	BD-1143	36	215,92 $	Recue
ACH-70364	2024-07-17	2024-08-31	2024-08-31	FRN-015	BD-1152	96	265,82 $	Recue
ACH-70365	2024-08-06	2024-09-20	2024-09-20	FRN-015	BD-1148	48	296,06 $	Recue
ACH-70365	2024-08-06	2024-09-20	2024-09-20	FRN-015	BD-1149	36	108,85 $	Recue
ACH-70365	2024-08-06	2024-09-20	2024-09-20	FRN-015	BD-1153	60	113,61 $	Recue
ACH-70366	2024-08-16	2024-09-30	2024-09-30	FRN-015	BD-1010	24	87,08 $	Recue
ACH-70366	2024-08-16	2024-09-30	2024-09-30	FRN-015	BD-1153	24	113,61 $	Recue
ACH-70366	2024-08-16	2024-09-30	2024-09-30	FRN-015	BD-1024	120	185,46 $	Recue
ACH-70366	2024-08-16	2024-09-30	2024-09-30	FRN-015	BD-1152	48	265,82 $	Recue
ACH-70366	2024-08-16	2024-09-30	2024-09-30	FRN-015	BD-1017	12	307,26 $	Recue
ACH-70367	2024-08-25	2024-10-09	2024-10-09	FRN-015	BD-1133	60	61,66 $	Recue
ACH-70367	2024-08-25	2024-10-09	2024-10-09	FRN-015	BD-1017	60	307,26 $	Recue
ACH-70367	2024-08-25	2024-10-09	2024-10-09	FRN-015	BD-1136	96	110,14 $	Recue
ACH-70367	2024-08-25	2024-10-09	2024-10-09	FRN-015	BD-1142	24	98,85 $	Recue
ACH-70368	2024-09-12	2024-10-27	2024-10-27	FRN-015	BD-1136	24	110,14 $	Recue
ACH-70368	2024-09-12	2024-10-27	2024-10-27	FRN-015	BD-1141	240	307,78 $	Recue
ACH-70369	2024-09-25	2024-11-09	2024-11-09	FRN-015	BD-9172	240	66,28 $	Recue
ACH-70370	2024-10-13	2024-11-27	2024-11-27	FRN-015	BD-1136	240	110,14 $	Recue
ACH-70370	2024-10-13	2024-11-27	2024-11-27	FRN-015	BD-1154	60	323,13 $	Recue
ACH-70370	2024-10-13	2024-11-27	2024-11-27	FRN-015	BD-1131	96	36,32 $	Recue
ACH-70371	2024-10-22	2024-12-06	2024-12-06	FRN-015	BD-1028	36	140,77 $	Recue
ACH-70371	2024-10-22	2024-12-06	2024-12-06	FRN-015	BD-1150	96	339,92 $	Recue
ACH-70371	2024-10-22	2024-12-06	2024-12-06	FRN-015	BD-1024	96	185,46 $	Recue
ACH-70372	2024-11-04	2024-12-19	2024-12-19	FRN-015	BD-1024	60	185,46 $	Recue
ACH-70372	2024-11-04	2024-12-19	2024-12-19	FRN-015	BD-1131	24	36,32 $	Recue
ACH-70372	2024-11-04	2024-12-19	2024-12-19	FRN-015	BD-1017	24	307,26 $	Recue
ACH-70372	2024-11-04	2024-12-19	2024-12-19	FRN-015	BD-1150	36	339,92 $	Recue
ACH-70372	2024-11-04	2024-12-19	2024-12-19	FRN-015	BD-1143	120	215,92 $	Recue
ACH-70373	2024-11-14	2024-12-29	2024-12-29	FRN-015	BD-1149	48	108,85 $	Recue
ACH-70374	2024-11-30	2025-01-14	2025-01-14	FRN-015	BD-1136	36	110,14 $	Recue
ACH-70374	2024-11-30	2025-01-14	2025-01-14	FRN-015	BD-1154	96	323,13 $	Recue
ACH-70375	2024-12-11	2025-01-25	2025-01-25	FRN-015	BD-1154	120	323,13 $	Recue
ACH-70375	2024-12-11	2025-01-25	2025-01-25	FRN-015	BD-1149	36	108,85 $	Recue
ACH-70376	2024-12-22	2025-02-05	2025-02-07	FRN-015	BD-1148	120	296,06 $	Recue
ACH-70376	2024-12-22	2025-02-05	2025-02-07	FRN-015	BD-1152	60	265,82 $	Recue
ACH-70377	2025-01-01	2025-02-15	2025-02-15	FRN-015	BD-1141	36	314,24 $	Recue
ACH-70377	2025-01-01	2025-02-15	2025-02-15	FRN-015	BD-1148	48	302,28 $	Recue
ACH-70377	2025-01-01	2025-02-15	2025-02-15	FRN-015	BD-1133	60	62,95 $	Recue
ACH-70377	2025-01-01	2025-02-15	2025-02-15	FRN-015	BD-1154	48	329,92 $	Recue
ACH-70377	2025-01-01	2025-02-15	2025-02-15	FRN-015	BD-1141	60	314,24 $	Recue
ACH-70378	2025-01-10	2025-02-24	2025-02-24	FRN-015	BD-1150	36	347,06 $	Recue
ACH-70378	2025-01-10	2025-02-24	2025-02-24	FRN-015	BD-1133	120	62,95 $	Recue
ACH-70378	2025-01-10	2025-02-24	2025-02-24	FRN-015	BD-1010	36	88,91 $	Recue
ACH-70378	2025-01-10	2025-02-24	2025-02-24	FRN-015	BD-1131	24	37,08 $	Recue
ACH-70378	2025-01-10	2025-02-24	2025-02-24	FRN-015	BD-1153	120	116,00 $	Recue
ACH-70379	2025-01-23	2025-03-09	2025-03-09	FRN-015	BD-1149	96	111,14 $	Recue
ACH-70380	2025-02-09	2025-03-26	2025-03-26	FRN-015	BD-1009	48	67,67 $	Recue
ACH-70381	2025-02-20	2025-04-06	2025-04-18	FRN-015	BD-1143	60	220,45 $	Recue
ACH-70382	2025-03-01	2025-04-15	2025-04-15	FRN-015	BD-1143	96	220,45 $	Recue
ACH-70382	2025-03-01	2025-04-15	2025-04-15	FRN-015	BD-1136	-24	112,45 $	Recue
ACH-70382	2025-03-01	2025-04-15	2025-04-15	FRN-015	BD-1009	120	67,67 $	Recue
ACH-70382	2025-03-01	2025-04-15	2025-04-15	FRN-015	BD-1017	60	313,71 $	Recue
ACH-70382	2025-03-01	2025-04-15	2025-04-15	FRN-015	BD-1148	240	302,28 $	Recue
ACH-70383	2025-03-21	2025-05-05	2025-05-05	FRN-015	BD-1142	120	100,93 $	Recue
ACH-70383	2025-03-21	2025-05-05	2025-05-05	FRN-015	BD-1150	48	347,06 $	Recue
ACH-70384	2025-04-09	2025-05-24	2025-05-24	FRN-015	BD-1141	96	314,24 $	Recue
ACH-70384	2025-04-09	2025-05-24	2025-05-24	FRN-015	BD-1010	36	88,91 $	Recue
ACH-70385	2025-04-24	2025-06-08	2025-06-08	FRN-015	BD-1154	24	329,92 $	Recue
ACH-70386	2025-05-07	2025-06-21	2025-06-21	FRN-015	BD-1028	60	143,73 $	Recue
ACH-70386	2025-05-07	2025-06-21	2025-06-21	FRN-015	BD-1148	36	302,28 $	Recue
ACH-70386	2025-05-07	2025-06-21	2025-06-21	FRN-015	BD-1028	12	143,73 $	Recue
ACH-70386	2025-05-07	2025-06-21	2025-06-21	FRN-015	BD-1152	36	271,40 $	Recue
ACH-70386	2025-05-07	2025-06-21	2025-06-21	FRN-015	BD-1141	96	314,24 $	Recue
ACH-70387	2025-05-19	2025-07-03	2025-07-03	FRN-015	BD-1131	24	37,08 $	Recue
ACH-70388	2025-06-08	2025-07-23	2025-07-23	FRN-015	BD-1010	240	88,91 $	Recue
ACH-70388	2025-06-08	2025-07-23	2025-07-23	FRN-015	BD-1148	96	302,28 $	Recue
ACH-70389	2025-06-17	2025-08-01	2025-08-01	FRN-015	BD-1133	24	62,95 $	Recue
ACH-70389	2025-06-17	2025-08-01	2025-08-01	FRN-015	BD-1133	120	62,95 $	Recue
ACH-70389	2025-06-17	2025-08-01	2025-08-01	FRN-015	BD-1133	36	62,95 $	Recue
ACH-70389	2025-06-17	2025-08-01	2025-08-01	FRN-015	BD-1150	120	347,06 $	Recue
ACH-70389	2025-06-17	2025-08-01	2025-08-01	FRN-015	BD-1017	96	313,71 $	Recue
ACH-70390	2025-07-06	2025-08-20	2025-08-20	FRN-015	BD-1142	120	100,93 $	Recue
ACH-70390	2025-07-06	2025-08-20	2025-08-20	FRN-015	BD-1133	12	62,95 $	Recue
ACH-70391	2025-07-26	2025-09-09	2025-09-09	FRN-015	BD-1131	24	37,08 $	Recue
ACH-70391	2025-07-26	2025-09-09	2025-09-09	FRN-015	BD-1009	60	67,67 $	Recue
ACH-70392	2025-08-13	2025-09-27	2025-09-27	FRN-015	BD-1009	12	67,67 $	Recue
ACH-70392	2025-08-13	2025-09-27	2025-09-27	FRN-015	BD-1153	60	116,00 $	Recue
ACH-70392	2025-08-13	2025-09-27	2025-09-27	FRN-015	BD-1136	24	112,45 $	Recue
ACH-70393	2025-08-23	2025-10-07	2025-10-07	FRN-015	BD-1024	12	189,35 $	Recue
ACH-70393	2025-08-23	2025-10-07	2025-10-07	FRN-015	BD-1028	60	143,73 $	Recue
ACH-70394	2025-09-05	2025-10-20	2025-10-20	FRN-015	BD-1009	24	67,67 $	Recue
ACH-70394	2025-09-05	2025-10-20	2025-10-20	FRN-015	BD-1142	120	100,93 $	Recue
ACH-70394	2025-09-05	2025-10-20	2025-10-20	FRN-015	BD-1136	36	112,45 $	Recue
ACH-70394	2025-09-05	2025-10-20	2025-10-20	FRN-015	BD-1153	36	116,00 $	Recue
ACH-70395	2025-09-19	2025-11-03	2025-11-03	FRN-015	BD-1136	36	112,45 $	Recue
ACH-70395	2025-09-19	2025-11-03	2025-11-03	FRN-015	BD-1010	12	88,91 $	Recue
ACH-70395	2025-09-19	2025-11-03	2025-11-03	FRN-015	BD-1133	48	62,95 $	Recue
ACH-70395	2025-09-19	2025-11-03	2025-11-03	FRN-015	BD-1028	12	143,73 $	Recue
ACH-70395	2025-09-19	2025-11-03	2025-11-03	FRN-015	BD-1010	60	88,91 $	Recue
ACH-70396	2025-10-02	2025-11-16	2025-11-21	FRN-015	BD-1154	120	329,92 $	Recue
ACH-70396	2025-10-02	2025-11-16	2025-11-21	FRN-015	BD-1153	12	116,00 $	Recue
ACH-70397	2025-10-12	2025-11-26	2025-11-26	FRN-015	BD-1142	60	100,93 $	Recue
ACH-70398	2025-10-23	2025-12-07	2025-12-07	FRN-015	BD-1154	36	329,92 $	Recue
ACH-70399	2025-11-12	2025-12-27	2025-12-27	FRN-015	BD-1136	48	112,45 $	Recue
ACH-70399	2025-11-12	2025-12-27	2025-12-27	FRN-015	BD-1153	96	116,00 $	Recue
ACH-70399	2025-11-12	2025-12-27	2025-12-27	FRN-015	BD-1141	36	314,24 $	Recue
ACH-70400	2025-12-01	2026-01-15		FRN-015	BD-1028	96	143,73 $	En transit
ACH-70400	2025-12-01	2026-01-15		FRN-015	BD-1141	60	314,24 $	En transit
ACH-70401	2025-12-10	2026-01-24		FRN-015	BD-1009	12	67,67 $	En transit
ACH-70401	2025-12-10	2026-01-24		FRN-015	BD-1017	12	313,71 $	En transit
ACH-70401	2025-12-10	2026-01-24		FRN-015	BD-1133	240	62,95 $	En transit
ACH-70401	2025-12-10	2026-01-24		FRN-015	BD-1009	240	67,67 $	En transit
ACH-70402	2025-12-24	2026-02-07		FRN-015	BD-1153	240	116,00 $	En transit
ACH-70402	2025-12-24	2026-02-07		FRN-015	BD-1149	120	111,14 $	En transit
ACH-70403	2024-01-17	2024-01-27	2024-01-27	FRN-016	BD-1128	-24	77,25 $	Recue
ACH-70403	2024-01-17	2024-01-27	2024-01-27	FRN-016	BD-1151	96	90,35 $	Recue
ACH-70403	2024-01-17	2024-01-27	2024-01-27	FRN-016	BD-1144	60	96,31 $	Recue
ACH-70403	2024-01-17	2024-01-27	2024-01-27	FRN-016	BD-1132	24	125,81 $	Recue
ACH-70404	2024-02-06	2024-02-16	2024-02-16	FRN-016	BD-1132	36	125,81 $	Recue
ACH-70404	2024-02-06	2024-02-16	2024-02-16	FRN-016	BD-1156	96	161,25 $	Recue
ACH-70404	2024-02-06	2024-02-16	2024-02-16	FRN-016	BD-1151	48	90,35 $	Recue
ACH-70404	2024-02-06	2024-02-16	2024-02-16	FRN-016	BD-1147	24	339,78 $	Recue
ACH-70404	2024-02-06	2024-02-16	2024-02-16	FRN-016	BD-1156	96	161,25 $	Recue
ACH-70405	2024-02-23	2024-03-04	2024-03-10	FRN-016	BD-1128	120	77,25 $	Recue
ACH-70405	2024-02-23	2024-03-04	2024-03-10	FRN-016	BD-1146	48	220,88 $	Recue
ACH-70405	2024-02-23	2024-03-04	2024-03-10	FRN-016	BD-1146	24	220,88 $	Recue
ACH-70406	2024-03-10	2024-03-20	2024-03-20	FRN-016	BD-1134	48	60,50 $	Recue
ACH-70406	2024-03-10	2024-03-20	2024-03-20	FRN-016	BD-1147	96	339,78 $	Recue
ACH-70407	2024-03-19	2024-03-29	2024-03-29	FRN-016	BD-1140	240	40,41 $	Recue
ACH-70408	2024-03-28	2024-04-07	2024-04-07	FRN-016	BD-1144	24	96,31 $	Recue
ACH-70408	2024-03-28	2024-04-07	2024-04-07	FRN-016	BD-1140	12	40,41 $	Recue
ACH-70408	2024-03-28	2024-04-07	2024-04-07	FRN-016	BD-1134	120	60,50 $	Recue
ACH-70408	2024-03-28	2024-04-07	2024-04-07	FRN-016	BD-1128	24	77,25 $	Recue
ACH-70409	2024-04-08	2024-04-18	2024-04-23	FRN-016	BD-1151	12	90,35 $	Recue
ACH-70409	2024-04-08	2024-04-18	2024-04-23	FRN-016	BD-1146	36	220,88 $	Recue
ACH-70410	2024-04-22	2024-05-02	2024-05-02	FRN-016	BD-1137	-24	25,06 $	Recue
ACH-70410	2024-04-22	2024-05-02	2024-05-02	FRN-016	BD-1137	120	25,06 $	Recue
ACH-70410	2024-04-22	2024-05-02	2024-05-02	FRN-016	BD-1137	96	25,06 $	Recue
ACH-70411	2024-05-09	2024-05-19	2024-05-19	FRN-016	BD-1132	48	125,81 $	Recue
ACH-70411	2024-05-09	2024-05-19	2024-05-19	FRN-016	BD-1134	60	60,50 $	Recue
ACH-70412	2024-05-18	2024-05-28	2024-05-28	FRN-016	BD-1134	96	60,50 $	Recue
ACH-70412	2024-05-18	2024-05-28	2024-05-28	FRN-016	BD-1135	96	39,89 $	Recue
ACH-70413	2024-06-03	2024-06-13	2024-06-17	FRN-016	BD-1144	96	96,31 $	Recue
ACH-70414	2024-06-20	2024-06-30	2024-07-02	FRN-016	BD-1140	48	40,41 $	Recue
ACH-70414	2024-06-20	2024-06-30	2024-07-02	FRN-016	BD-1135	36	39,89 $	Recue
ACH-70414	2024-06-20	2024-06-30	2024-07-02	FRN-016	BD-1137	36	25,06 $	Recue
ACH-70414	2024-06-20	2024-06-30	2024-07-02	FRN-016	BD-1145	12	108,83 $	Recue
ACH-70414	2024-06-20	2024-06-30	2024-07-02	FRN-016	BD-1147	60	339,78 $	Recue
ACH-70415	2024-07-03	2024-07-13	2024-07-13	FRN-016	BD-1132	60	125,81 $	Recue
ACH-70415	2024-07-03	2024-07-13	2024-07-13	FRN-016	BD-1132	36	125,81 $	Recue
ACH-70415	2024-07-03	2024-07-13	2024-07-13	FRN-016	BD-1134	240	60,50 $	Recue
ACH-70416	2024-07-22	2024-08-01	2024-08-01	FRN-016	BD-1156	24	161,25 $	Recue
ACH-70416	2024-07-22	2024-08-01	2024-08-01	FRN-016	BD-1146	96	220,88 $	Recue
ACH-70416	2024-07-22	2024-08-01	2024-08-01	FRN-016	BD-1145	24	108,83 $	Recue
ACH-70416	2024-07-22	2024-08-01	2024-08-01	FRN-016	BD-1128	24	77,25 $	Recue
ACH-70416	2024-07-22	2024-08-01	2024-08-01	FRN-016	BD-1151	48	90,35 $	Recue
ACH-70417	2024-07-31	2024-08-10	2024-08-10	FRN-016	BD-1156	48	161,25 $	Recue
ACH-70417	2024-07-31	2024-08-10	2024-08-10	FRN-016	BD-1137	24	25,06 $	Recue
ACH-70418	2024-08-09	2024-08-19	2024-08-20	FRN-016	BD-1140	48	40,41 $	Recue
ACH-70418	2024-08-09	2024-08-19	2024-08-20	FRN-016	BD-1132	24	125,81 $	Recue
ACH-70418	2024-08-09	2024-08-19	2024-08-20	FRN-016	BD-1156	96	161,25 $	Recue
ACH-70418	2024-08-09	2024-08-19	2024-08-20	FRN-016	BD-1147	240	339,78 $	Recue
ACH-70419	2024-08-29	2024-09-08	2024-09-08	FRN-016	BD-1156	240	161,25 $	Recue
ACH-70419	2024-08-29	2024-09-08	2024-09-08	FRN-016	BD-1140	48	40,41 $	Recue
ACH-70420	2024-09-07	2024-09-17	2024-09-17	FRN-016	BD-1144	12	96,31 $	Recue
ACH-70420	2024-09-07	2024-09-17	2024-09-17	FRN-016	BD-1146	12	220,88 $	Recue
ACH-70420	2024-09-07	2024-09-17	2024-09-17	FRN-016	BD-1137	120	25,06 $	Recue
ACH-70421	2024-09-19	2024-09-29	2024-10-17	FRN-016	BD-1137	24	25,06 $	Recue
ACH-70421	2024-09-19	2024-09-29	2024-10-17	FRN-016	BD-1147	36	339,78 $	Recue
ACH-70421	2024-09-19	2024-09-29	2024-10-17	FRN-016	BD-1134	240	60,50 $	Recue
ACH-70421	2024-09-19	2024-09-29	2024-10-17	FRN-016	BD-1144	12	96,31 $	Recue
ACH-70421	2024-09-19	2024-09-29	2024-10-17	FRN-016	BD-1128	48	77,25 $	Recue
ACH-70422	2024-09-30	2024-10-10	2024-10-10	FRN-016	BD-1128	240	77,25 $	Recue
ACH-70422	2024-09-30	2024-10-10	2024-10-10	FRN-016	BD-1140	96	40,41 $	Recue
ACH-70422	2024-09-30	2024-10-10	2024-10-10	FRN-016	BD-1147	60	339,78 $	Recue
ACH-70422	2024-09-30	2024-10-10	2024-10-10	FRN-016	BD-1128	120	77,25 $	Recue
ACH-70422	2024-09-30	2024-10-10	2024-10-10	FRN-016	BD-1151	120	90,35 $	Recue
ACH-70423	2024-10-11	2024-10-21	2024-10-21	FRN-016	BD-1144	240	96,31 $	Recue
ACH-70423	2024-10-11	2024-10-21	2024-10-21	FRN-016	BD-1134	96	60,50 $	Recue
ACH-70423	2024-10-11	2024-10-21	2024-10-21	FRN-016	BD-1147	36	339,78 $	Recue
ACH-70423	2024-10-11	2024-10-21	2024-10-21	FRN-016	BD-1140	240	40,41 $	Recue
ACH-70423	2024-10-11	2024-10-21	2024-10-21	FRN-016	BD-1128	-24	77,25 $	Recue
ACH-70424	2024-10-31	2024-11-10	2024-11-10	FRN-016	BD-1145	24	108,83 $	Recue
ACH-70424	2024-10-31	2024-11-10	2024-11-10	FRN-016	BD-1128	24	77,25 $	Recue
ACH-70424	2024-10-31	2024-11-10	2024-11-10	FRN-016	BD-1132	120	125,81 $	Recue
ACH-70424	2024-10-31	2024-11-10	2024-11-10	FRN-016	BD-1145	48	108,83 $	Recue
ACH-70424	2024-10-31	2024-11-10	2024-11-10	FRN-016	BD-1128	240	77,25 $	Recue
ACH-70425	2024-11-10	2024-11-20	2024-11-23	FRN-016	BD-1132	240	125,81 $	Recue
ACH-70425	2024-11-10	2024-11-20	2024-11-23	FRN-016	BD-1132	96	125,81 $	Recue
ACH-70425	2024-11-10	2024-11-20	2024-11-23	FRN-016	BD-1151	240	90,35 $	Recue
ACH-70426	2024-11-22	2024-12-02	2024-12-02	FRN-016	BD-1128	60	77,25 $	Recue
ACH-70426	2024-11-22	2024-12-02	2024-12-02	FRN-016	BD-1137	-15	25,06 $	Recue
ACH-70427	2024-12-06	2024-12-16	2024-12-16	FRN-016	BD-1144	60	96,31 $	Recue
ACH-70428	2024-12-16	2024-12-26	2024-12-26	FRN-016	BD-1134	120	60,50 $	Recue
ACH-70428	2024-12-16	2024-12-26	2024-12-26	FRN-016	BD-1135	48	39,89 $	Recue
ACH-70428	2024-12-16	2024-12-26	2024-12-26	FRN-016	BD-1151	120	90,35 $	Recue
ACH-70428	2024-12-16	2024-12-26	2024-12-26	FRN-016	BD-1132	12	125,81 $	Recue
ACH-70428	2024-12-16	2024-12-26	2024-12-26	FRN-016	BD-1134	60	60,50 $	Recue
ACH-70429	2024-12-25	2025-01-04	2025-01-24	FRN-016	BD-1137	12	25,06 $	Recue
ACH-70429	2024-12-25	2025-01-04	2025-01-24	FRN-016	BD-1156	240	161,25 $	Recue
ACH-70429	2024-12-25	2025-01-04	2025-01-24	FRN-016	BD-1147	120	339,78 $	Recue
ACH-70429	2024-12-25	2025-01-04	2025-01-24	FRN-016	BD-1134	60	60,50 $	Recue
ACH-70430	2025-01-06	2025-01-16	2025-01-16	FRN-016	BD-1128	60	78,87 $	Recue
ACH-70431	2025-01-16	2025-01-26	2025-01-26	FRN-016	BD-1147	12	346,92 $	Recue
ACH-70431	2025-01-16	2025-01-26	2025-01-26	FRN-016	BD-1156	60	164,64 $	Recue
ACH-70431	2025-01-16	2025-01-26	2025-01-26	FRN-016	BD-1145	48	111,12 $	Recue
ACH-70432	2025-01-27	2025-02-06	2025-02-06	FRN-016	BD-1135	96	40,73 $	Recue
ACH-70432	2025-01-27	2025-02-06	2025-02-06	FRN-016	BD-1144	60	98,33 $	Recue
ACH-70433	2025-02-11	2025-02-21	2025-02-21	FRN-016	BD-1137	60	25,59 $	Recue
ACH-70433	2025-02-11	2025-02-21	2025-02-21	FRN-016	BD-1156	96	164,64 $	Recue
ACH-70433	2025-02-11	2025-02-21	2025-02-21	FRN-016	BD-1137	96	25,59 $	Recue
ACH-70434	2025-02-23	2025-03-05	2025-03-05	FRN-016	BD-1156	24	164,64 $	Recue
ACH-70434	2025-02-23	2025-03-05	2025-03-05	FRN-016	BD-1134	48	61,77 $	Recue
ACH-70435	2025-03-14	2025-03-24	2025-03-24	FRN-016	BD-1151	48	92,25 $	Recue
ACH-70435	2025-03-14	2025-03-24	2025-03-24	FRN-016	BD-1144	240	98,33 $	Recue
ACH-70436	2025-03-23	2025-04-02	2025-04-02	FRN-016	BD-1145	48	111,12 $	Recue
ACH-70437	2025-04-09	2025-04-19	2025-04-19	FRN-016	BD-1134	36	61,77 $	Recue
ACH-70437	2025-04-09	2025-04-19	2025-04-19	FRN-016	BD-9721	24	128,45 $	Recue
ACH-70437	2025-04-09	2025-04-19	2025-04-19	FRN-016	BD-1144	120	98,33 $	Recue
ACH-70437	2025-04-09	2025-04-19	2025-04-19	FRN-016	BD-1146	36	225,52 $	Recue
ACH-70437	2025-04-09	2025-04-19	2025-04-19	FRN-016	BD-1137	12	25,59 $	Recue
ACH-70438	2025-04-21	2025-05-01	2025-05-01	FRN-016	BD-1156	120	164,64 $	Recue
ACH-70438	2025-04-21	2025-05-01	2025-05-01	FRN-016	BD-1146	48	225,52 $	Recue
ACH-70438	2025-04-21	2025-05-01	2025-05-01	FRN-016	BD-1146	48	225,52 $	Recue
ACH-70439	2025-05-01	2025-05-11	2025-05-13	FRN-016	BD-1146	36	225,52 $	Recue
ACH-70439	2025-05-01	2025-05-11	2025-05-13	FRN-016	BD-1147	60	346,92 $	Recue
ACH-70440	2025-05-21	2025-05-31	2025-05-31	FRN-016	BD-1132	24	128,45 $	Recue
ACH-70440	2025-05-21	2025-05-31	2025-05-31	FRN-016	BD-1128	240	78,87 $	Recue
ACH-70441	2025-06-08	2025-06-18	2025-06-18	FRN-016	BD-1144	96	98,33 $	Recue
ACH-70441	2025-06-08	2025-06-18	2025-06-18	FRN-016	BD-1137	36	25,59 $	Recue
ACH-70441	2025-06-08	2025-06-18	2025-06-18	FRN-016	BD-1146	60	225,52 $	Recue
ACH-70441	2025-06-08	2025-06-18	2025-06-18	FRN-016	BD-1135	12	40,73 $	Recue
ACH-70442	2025-06-28	2025-07-08	2025-07-14	FRN-016	BD-1134	60	61,77 $	Recue
ACH-70442	2025-06-28	2025-07-08	2025-07-14	FRN-016	BD-1147	36	346,92 $	Recue
ACH-70442	2025-06-28	2025-07-08	2025-07-14	FRN-016	BD-1137	36	25,59 $	Recue
ACH-70443	2025-07-09	2025-07-19	2025-07-19	FRN-016	BD-1135	48	40,73 $	Recue
ACH-70443	2025-07-09	2025-07-19	2025-07-19	FRN-016	BD-1145	12	111,12 $	Recue
ACH-70444	2025-07-29	2025-08-08	2025-08-08	FRN-016	BD-1146	60	225,52 $	Recue
ACH-70444	2025-07-29	2025-08-08	2025-08-08	FRN-016	BD-1146	240	225,52 $	Recue
ACH-70444	2025-07-29	2025-08-08	2025-08-08	FRN-016	BD-1156	12	164,64 $	Recue
ACH-70444	2025-07-29	2025-08-08	2025-08-08	FRN-016	BD-1147	240	346,92 $	Recue
ACH-70444	2025-07-29	2025-08-08	2025-08-08	FRN-016	BD-1147	60	346,92 $	Recue
ACH-70445	2025-08-12	2025-08-22	2025-08-22	FRN-016	BD-1135	12	40,73 $	Recue
ACH-70445	2025-08-12	2025-08-22	2025-08-22	FRN-016	BD-1147	60	346,92 $	Recue
ACH-70446	2025-08-21	2025-08-31	2025-08-31	FRN-016	BD-1144	48	98,33 $	Recue
ACH-70446	2025-08-21	2025-08-31	2025-08-31	FRN-016	BD-1145	24	111,12 $	Recue
ACH-70446	2025-08-21	2025-08-31	2025-08-31	FRN-016	BD-1151	120	92,25 $	Recue
ACH-70446	2025-08-21	2025-08-31	2025-08-31	FRN-016	BD-1147	120	346,92 $	Recue
ACH-70446	2025-08-21	2025-08-31	2025-08-31	FRN-016	BD-1144	24	98,33 $	Recue
ACH-70447	2025-09-10	2025-09-20	2025-09-25	FRN-016	BD-1156	240	164,64 $	Recue
ACH-70447	2025-09-10	2025-09-20	2025-09-25	FRN-016	BD-9984	60	111,12 $	Recue
ACH-70447	2025-09-10	2025-09-20	2025-09-25	FRN-016	BD-1144	24	98,33 $	Recue
ACH-70448	2025-09-27	2025-10-07	2025-10-07	FRN-016	BD-1147	96	346,92 $	Recue
ACH-70448	2025-09-27	2025-10-07	2025-10-07	FRN-016	BD-1151	120	92,25 $	Recue
ACH-70448	2025-09-27	2025-10-07	2025-10-07	FRN-016	BD-1145	24	111,12 $	Recue
ACH-70449	2025-10-15	2025-10-25	2025-10-25	FRN-016	BD-1145	48	111,12 $	Recue
ACH-70449	2025-10-15	2025-10-25	2025-10-25	FRN-016	BD-1156	96	164,64 $	Recue
ACH-70449	2025-10-15	2025-10-25	2025-10-25	FRN-016	BD-1132	240	128,45 $	Recue
ACH-70449	2025-10-15	2025-10-25	2025-10-25	FRN-016	BD-1135	96	40,73 $	Recue
ACH-70449	2025-10-15	2025-10-25	2025-10-25	FRN-016	BD-1137	96	25,59 $	Recue
