NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-104532;15-oct-25;17/10/2025;21/11/2025;CLI-0157;EMP-502;ENT-SAG;BD-1134;2;96,88;11,90;61,77;Représentant
CMD-104155;15/09/2025;21-sept-25;30/10/2025;CLI-0080;EMP-506;ENT-QC;BD-1179;4;367,15;14,90;231,35;Représentant
CMD-103241;2025-05-23;30/05/2025;30/06/2025;CLI-0089;EMP-502;ENT-QC;BD-1017;8;440,43;21,90;313,71;Courriel
CMD-103128;10/05/2025;17/05/2025;14/06/2025;CLI-0132;EMP-507;ENT-MTL;BD-1166;6;344,90;17,00;217,35;Représentant
CMD-102348;07/01/2025;11-janv-25;08/02/2025;CLI-0112;EMP-505;ENT-QC;BD-1014;3;39,68;11,20;27,18;Portail web
CMD-104385;03/10/2025;11-oct-25;03/12/2025;CLI-0076;EMP-507;ENT-SAG;BD-1140;4;49,11;22,70;41,26;Représentant
CMD-103322;02/06/2025;04/06/2025;10/07/2025;CLI-0220;EMP-506;ENT-QC;BD-1109;4;409,89;10,90;310,20;Représentant
CMD-102435;24/01/2025;2025-01-29;24/03/2025;CLI-0029;EMP-506;ENT-QC;BD-1140;5;48,01;24,40;41,26;Représentant
CMD-105081;23/12/2025;26/12/2025;;CLI-0048;EMP-508;ENT-SAG;BD-1137;3;37,08;13,40;25,59;Portail web
CMD-102371;10/01/2025;2025-01-17;06/03/2025;CLI-0066;EMP-507;ENT-QC;BD-1116;3;74,82;15,60;60,17;Téléphone
CMD-102354;07/01/2025;14/01/2025;17/02/2025;CLI-0211;EMP-504;ENT-MTL;BD-1127;2;257,39;14,60;174,31;Téléphone
CMD-103206;20/05/2025;24-mai-25;;CLI-0184;EMP-503;ENT-QC;BD-1061;3;110,06;6,80;76,81;Représentant
CMD-102372;2025-01-10;13/01/2025;13/02/2025;CLI-0162;EMP-508;ENT-MTL;BD-1111;6;195,39;11,80;148,90;Représentant
CMD-103723;30/07/2025;2025-08-02;30/09/2025;CLI-0205;EMP-505;ENT-QC;BD-1008;4;216,10;7,60;155,34;Représentant
CMD-102933;17/04/2025;25/04/2025;22/06/2025;CLI-0056;EMP-502;ENT-QC;BD-1040;38;330,99;24,90;274,41;Représentant
CMD-103520;27/06/2025;29/06/2025;2025-08-04;CLI-0053;EMP-509;ENT-QC;BD-1129;6;63,22;12,10;46,45;Représentant
CMD-103141;13/05/2025;2025-05-16;13/07/2025;CLI-0053;EMP-509;ENT-QC;BD-1122;4;306,36;10,20;212,67;Courriel
CMD-104421;07-oct-25;15/10/2025;30/11/2025;CLI-0133;EMP-508;ENT-MTL;BD-1100;1;458,79;14,50;369,19;Représentant
CMD-104957;2025-12-01;03/12/2025;;CLI-0173;EMP-508;ENT-QC;BD-1098;12;374,22;15,10;309,76;Représentant
CMD-104526;15/10/2025;20-oct-25;30/11/2025;CLI-0143;EMP-503;ENT-QC;BD-1111;6;191,72;13,50;148,90;Portail web
CMD-104218;2025-09-18;23/09/2025;13/11/2025;  CLI-0158;EMP-507;ENT-QC;BD-1082;2;435,49;8,40;335,40;Représentant
CMD-103373;10/06/2025;14/06/2025;10-juil-25;CLI-0005;EMP-503;ENT-QC;BD-1034;6;227,06;4,40;182,99;Représentant
CMD-104018;02/09/2025;07-sept-25;;CLI-0073;EMP-501;ENT-SAG;BD-1180;2;167,09;11,80;95,30;Téléphone
CMD-102713;18/03/2025;21/03/2025;23-avr-25;cli-0061;EMP-503;ENT-QC;BD-1085;3;58,86;12,40;41,76;Portail web
CMD-104045;2025-09-04;12/09/2025;29/10/2025;CLI-0130;EMP-508;ENT-QC;BD-1136;2;156,74;24,50;112,45;Téléphone
CMD-103144;13/05/2025;17/05/2025;2025-06-16;CLI-0093;EMP-508;ENT-MTL;BD-1050;3;430,46;14,60;297,82;Représentant
CMD-103505;25/06/2025;27-juin-25;03/09/2025;CLI-0153;EMP-507;ENT-QC;BD-1045;6;110,41;15,80;78,37;Portail web
CMD-102810;01/04/2025;07/04/2025;30/05/2025;CLI-0057;EMP-507;ENT-SAG;BD-1029;4;340,98;13,00;243,45;Représentant
CMD-102365;09/01/2025;17/01/2025;2025-02-10;CLI-0114;EMP-502;ENT-QC;BD-1149;6;178,90;2,30;111,14;Portail web
CMD-102695;14/03/2025;18/03/2025;07-mai-25;CLI-0138;EMP-506;ENT-MTL;BD-1161;4;125,14;7,30;64,16;Représentant
CMD-103189;19/05/2025;25-mai-25;10/07/2025;CLI-0217;EMP-506;ENT-MTL;BD-1063;12;298,57;18,90;247,24;Courriel
CMD-102379;13/01/2025;19/01/2025;20/02/2025;CLI-0090;EMP-505;ENT-SAG;BD-1008;4;208,65;10,80;131,65;Téléphone
CMD-104930;27/11/2025;05-déc-25;;CLI-0072;EMP-501;ENT-MTL;BD-1092;1;239,17;15,30;168,72;Représentant
CMD-104452;2025-10-09;18/10/2025;08/12/2025;CLI-0157;EMP-502;ENT-QC;BD-1133;4;87,44;13,80;62,95;Portail web
CMD-103214;21/05/2025;25/05/2025;2025-07-11;CLI-0131;EMP-502;ENT-QC;BD-1053;6;272,65;16,70;180,55;Portail web
CMD-103585;04/07/2025;2025-07-09;31/08/2025;CLI-0215;EMP-503;ENT-QC;BD-1106;3;487,26;8,20;340,08;Représentant
CMD-102844;2025-04-04;08/04/2025;10/05/2025;CLI-0056;EMP-502;ENT-QC;BD-1014;31;35,02;21,60;27,18;Téléphone
CMD-103743;01/08/2025;03/08/2025;;CLI-0197;EMP-507;ENT-QC;BD-1019;2;279,40;7,20;205,07;Représentant
CMD-104777;10-nov-25;14/11/2025;11/12/2025;CLI-0052;EMP-504;ENT-QC;BD-9627;1;472,74;16,80;336,22;Représentant
CMD-103928;2025-08-22;24/08/2025;23/09/2025;CLI-0200;EMP-509;ENT-SAG;BD-1091;4;493,12;13,20;336,22;Courriel
CMD-104326;29/09/2025;2025-10-01;09/11/2025;CLI-0160;EMP-508;ENT-QC;BD-1039;6;189,88;4,10;122,17;Représentant
CMD-103437;17/06/2025;2025-06-26;06/08/2025;CLI-0090;EMP-505;ENT-QC;BD-1043;24;445,27;15,60;300,28;Représentant
CMD-102575;24/02/2025;2025-02-26;01/04/2025;CLI-0064;EMP-504;ENT-QC;BD-1021;8;353,29;2,90;205,78;Représentant
CMD-105079;23/12/2025;2025-12-30;;CLI-0160;EMP-508;ENT-SAG;BD-1089;3;307,83;2,80;189,92;Téléphone
CMD-102539;17/02/2025;23/02/2025;2025-03-22;CLI-0208;EMP-507;ENT-MTL;BD-1108;4;240,18;12,10;169,96;Téléphone
CMD-104434;08-oct-25;17/10/2025;10/12/2025;CLI-0097;EMP-504;ENT-SAG;BD-1136;12;196,20;5,50;112,45;Courriel
CMD-103711;28/07/2025;2025-08-04;28/09/2025;CLI-0090;EMP-505;ENT-MTL;BD-1131;4;58,54;12,70;37,08;Salon
CMD-103073;05/05/2025;2025-05-10;17/06/2025;CLI-0032;EMP-504;ENT-QC;BD-1096;4;281,40;5,00;205,70;Représentant
CMD-103264;2025-05-27;03/06/2025;07/07/2025;CLI-0070;EMP-503;ENT-SAG;BD-1010;4;150,45;7,70;88,91;Portail web
CMD-102864;08/04/2025;2025-04-12;31/05/2025;CLI-0160;EMP-508;ENT-QC;BD-1062;6;164,98;8,20;114,90;Représentant
CMD-103929;22/08/2025;25/08/2025;2025-10-03;CLI-0217;EMP-506;ENT-MTL;BD-1108;18;211,59;22,50;169,96;Représentant
CMD-104386;2025-10-03;12/10/2025;16/11/2025;CLI-0217;EMP-506;ENT-QC;BD-1154;9;398,39;25,50;329,92;Représentant
CMD-102674;12-mars-25;19/03/2025;03/05/2025;CLI-0093;EMP-508;ENT-QC;BD-1179;3;375,86;12,90;231,35;Téléphone
CMD-104316;27/09/2025;01/10/2025;25/11/2025;CLI-0019;EMP-502;ENT-SAG;BD-1052;1;299,15;2,60;183,03;Portail web
CMD-103236;2025-05-23;28/05/2025;15/07/2025;CLI-0039;EMP-503;ENT-SAG;BD-1062;24;168,20;6,40;135,59;N/A
CMD-105094;25/12/2025;03/01/2026;;CLI-0099;EMP-505;ENT-MTL;BD-1135;21;59,93;18,30;40,73;Représentant
CMD-103740;2025-08-01;06/08/2025;09/09/2025;CLI-0054;EMP-507;ENT-QC;BD-1059;2;467,79;11,30;391,48;Téléphone
CMD-103290;28/05/2025;01-juin-25;15/07/2025;CLI-0087;EMP-502;ENT-MTL;BD-1013;12;460,72;10,80;315,34;Représentant
CMD-103356;06/06/2025;14/06/2025;09-août-25;CLI-0107;EMP-506;ENT-QC;BD-1120;4;278,14;6,30;186,72;Courriel
CMD-104887;21/11/2025;27/11/2025;;CLI-0089;EMP-502;ENT-QC;BD-1074;9;144,12;25,80;130,44;Téléphone
CMD-102478;03/02/2025;05/02/2025;26/03/2025;CLI-0217;EMP-506;ENT-SAG;BD-1030;5;142,73;22,00;100,96;Téléphone
CMD-103018;2025-04-28;04/05/2025;27/06/2025;CLI-0056;EMP-502;ENT-MTL;BD-1027;25;363,83;20,60;254,96;Courriel
CMD-104198;17/09/2025;2025-09-21;02/11/2025;CLI-0182;EMP-503;ENT-MTL;BD-1056;6;409,77;16,70;293,14;Représentant
CMD-104992;09/12/2025;14/12/2025;;CLI-0029;EMP-506;ENT-MTL;BD-1134;13;89,96;18,20;61,77;Représentant
CMD-103692;23/07/2025;01-août-25;01/09/2025;CLI-0092;EMP-508;ENT-QC;BD-1176;8;610,49;3,20;328,78;Téléphone
CMD-104122;11-sept-25;20/09/2025;07/11/2025;CLI-0084;EMP-503;ENT-SAG;BD-1142;4;146,40;10,20;100,93;Téléphone
CMD-104408;06/10/2025;09/10/2025;2025-11-16;CLI-0209;EMP-508;ENT-QC;BD-1059;44;420,46;20,30;391,48;Représentant
CMD-103632;12/07/2025;16/07/2025;21/09/2025;CLI-0049;EMP-508;ENT-MTL;BD-1026;8;383,43;12,50;246,82;Représentant
CMD-104945;29/11/2025;2025-12-01;24/12/2025;CLI-0178;EMP-501;ENT-MTL;BD-1141;8;470,51;5,80;314,24;Portail web
CMD-104747;05/11/2025;2025-11-10;20/12/2025;CLI-0109;EMP-501;ENT-MTL;BD-1153;2;187,18;6,70;116,00;Représentant
CMD-104376;02-oct-25;04/10/2025;;CLI-0126;EMP-502;ENT-SAG;BD-1117;1;125,78;15,10;100,34;Téléphone
CMD-104507;14-oct-25;19/10/2025;29/11/2025;CLI-0157;EMP-502;ENT-MTL;BD-1080;6;292,64;11,50;208,57;Représentant
CMD-102786;28/03/2025;04/04/2025;2025-05-08;CLI-0055;EMP-506;ENT-QC;BD-1084;3;537,54;7,40;318,55;Représentant
CMD-104751;05/11/2025;13-nov-25;19/12/2025;CLI-0034;EMP-507;ENT-SAG;BD-1071;3;460,68;13,70;363,51;Téléphone
CMD-102641;2025-03-07;15/03/2025;13/04/2025;CLI-0066;EMP-507;ENT-SAG;BD-1172;6;363,33;13,20;221,22;Représentant
CMD-103977;28-août-25;05/09/2025;20/10/2025;CLI-0132;EMP-507;ENT-QC;BD-1005;8;284,42;13,00;208,35;Représentant
CMD-104345;2025-09-30;09/10/2025;27/12/2025;CLI-0044;EMP-505;ENT-QC;BD-1058;24;219,88;10,20;149,54;Téléphone
CMD-104158;15/09/2025;17/09/2025;08-nov-25;CLI-0102;EMP-506;ENT-QC;BD-1096;12;276,10;6,80;205,70;Représentant
CMD-103728;31/07/2025;2025-08-08;08/09/2025;CLI-0059;EMP-504;ENT-QC;BD-1048;6;41,56;18,80;33,51;Portail web
CMD-105046;18/12/2025;27-déc-25;;CLI-0037;EMP-504;ENT-QC;BD-1071;26;408,90;23,40;363,51;Représentant
CMD-104859;19/11/2025;22/11/2025;;CLI-0120;EMP-509;ENT-SAG;BD-1109;1;448,50;2,50;310,20;Portail web
CMD-102426;22/01/2025;26/01/2025;24-févr-25;CLI-0112;EMP-505;ENT-QC;BD-1026;3;372,49;15,00;246,82;Courriel
CMD-103830;12/08/2025;14-août-25;02/09/2025;CLI-0044;EMP-505;ENT-QC;BD-1052;1;270,11;12,00;183,03;Portail web
CMD-102756;25/03/2025;30/03/2025;2025-04-27;CLI-0049;EMP-508;ENT-MTL;BD-1008;6;202,06;13,60;131,65;Téléphone
CMD-102348;2025-01-07;11/01/2025;08/02/2025;CLI-0112;EMP-505;ENT-QC;BD-1145;3;163,49;11,20;111,12;Représentant
CMD-104547;16-oct-25;23/10/2025;15/12/2025;CLI-0036;EMP-505;ENT-MTL;BD-1177;24;339,39;16,70;215,66;Représentant
CMD-104165;15/09/2025;17-sept-25;09/11/2025;CLI-0026;EMP-506;ENT-QC;BD-1041;6;224,04;11,60;163,24;Téléphone
CMD-103404;12/06/2025;18/06/2025;06-août-25;CLI-0065;EMP-504;ENT-MTL;BD-1071;12;513,86;3,70;363,51;Téléphone
CMD-102388;15/01/2025;23/01/2025;07/03/2025;CLI-0199;EMP-504;ENT-SAG;BD-1128;6;126,90;12,40;78,87;Représentant
CMD-103059;2025-05-02;09/05/2025;29/06/2025;CLI-0008;EMP-506;ENT-QC;BD-1107;1;200,91;8,80;150,54;Portail web
CMD-104575;20/10/2025;2025-10-28;17/12/2025;CLI-0012;EMP-501;ENT-QC;BD-1146;3;290,59;22,60;225,52;Représentant
CMD-102498;07/02/2025;13/02/2025;2025-04-28;CLI-0085;EMP-503;ENT-MTL;BD-1003;1;272,55;8,60;192,57;Portail web
CMD-102373;10/01/2025;14/01/2025;17/03/2025;CLI-0106;EMP-501;ENT-QC;BD-1041;4;214,89;15,20;163,24;Portail web
CMD-103132;2025-05-12;21/05/2025;20/06/2025;CLI-0116 ;EMP-509;ENT-MTL;BD-1013;2;437,79;15,20;315,34;Représentant
CMD-104427;08/10/2025;2025-10-16;02/12/2025;CLI-0102;EMP-506;ENT-SAG;BD-1087;4;354,17;8,20;215,66;Représentant
CMD-102765;26/03/2025;2025-03-31;28/05/2025;CLI-0056;EMP-502;ENT-MTL;BD-1030;13;137,17;25,10;100,96;Téléphone
CMD-104968;03/12/2025;2025-12-11;;CLI-0212;EMP-507;ENT-MTL;BD-1102;1;377,29;22,20;260,69;Téléphone
CMD-105054;19/12/2025;23/12/2025;;CLI-0182;EMP-503;ENT-QC;BD-1144;3;157,22;11,90;98,33;Représentant
CMD-104857;2025-11-19;23/11/2025;;CLI-0212;EMP-507;ENT-QC;BD-1133;5;81,96;19,20;62,95;Représentant
CMD-103278;2025-05-28;05/06/2025;09/07/2025;CLI-0209;EMP-508;ENT-MTL;BD-1124;12;203,03;20,40;153,77;Téléphone
CMD-102561;20-févr-25;24/02/2025;28/04/2025;CLI-0056;EMP-502;ENT-QC;BD-1140;8;48,44;23,80;41,26;Portail web
CMD-102560;20/02/2025;2025-02-27;11/04/2025;CLI-0217;EMP-506;ENT-QC;BD-1125;2;349,08;20,60;291,24;Représentant
CMD-103614;09/07/2025;11/07/2025;2025-08-22;CLI-0137;EMP-503;ENT-QC;BD-1053;43;257,06;21,40;180,55;Téléphone
CMD-102688;13/03/2025;18/03/2025;2025-04-22;CLI-0201;EMP-504;ENT-QC;BD-1182;2;101,14;7,10;58,06;Représentant
CMD-104050;04/09/2025;07/09/2025;11/10/2025;CLI-0185;EMP-508;ENT-QC;BD-1042;81;351,10;20,40;267,02;Portail web
CMD-102832;03/04/2025;06/04/2025;04-juin-25;CLI-0137;EMP-503;ENT-MTL;BD-1041;52;191,99;24,30;163,24;Courriel
CMD-104872;20-nov-25;25/11/2025;;CLI-0092;EMP-508;ENT-MTL;BD-1082;12;459,09;3,40;335,40;Représentant
CMD-102663;2025-03-11;19/03/2025;19/04/2025;CLI-0029;EMP-506;ENT-MTL;BD-1043;6;418,09;20,80;300,28;Représentant
CMD-104255;2025-09-23;30/09/2025;25/11/2025;CLI-0175;EMP-505;ENT-QC;BD-1065;1;236,19;5,30;155,19;Portail web
CMD-104878;20/11/2025;22/11/2025;;CLI-0169;EMP-507;ENT-SAG;BD-1163;2;551,32;10,10;300,77;Représentant
CMD-103898;19-août-25;24/08/2025;10/10/2025;CLI-0024;EMP-504;ENT-QC;BD-1021;6;341,51;6,10;242,82;Représentant
CMD-103012;28/04/2025;07/05/2025;26/06/2025;CLI-0085;EMP-503;ENT-MTL;BD-1021;4;334,14;8,10;205,78;Téléphone
CMD-104154;15/09/2025;18/09/2025;11/11/2025;CLI-0081;EMP-502;ENT-SAG;BD-1115;3;66,47;11,00;47,23;Portail web
CMD-103644;2025-07-15;21/07/2025;10/09/2025;CLI-0006;EMP-505;ENT-MTL;BD-1125;3;386,53;12,10;291,24;Salon
CMD-103085;06/05/2025;2025-05-14;25/07/2025;CLI-0047;EMP-508;ENT-MTL;BD-1039;6;172,00;13,10;122,17;Portail web
CMD-103610;09/07/2025;12/07/2025;25-août-25;CLI-0183;EMP-506;ENT-SAG;BD-1117;12;137,63;7,10;100,34;Représentant
CMD-105077;2025-12-23;31/12/2025;;CLI-0212;EMP-507;ENT-MTL;BD-1182;9;86,47;20,60;58,06;Représentant
CMD-103617;2025-07-09;18/07/2025;03/08/2025;CLI-0162;EMP-508;ENT-SAG;BD-1103;4;200,69;11,90;154,84;Courriel
CMD-104932;27/11/2025;03/12/2025;;CLI-0190;EMP-504;ENT-SAG;BD-1084;4;558,93;3,70;375,89;Portail web
CMD-103917;20/08/2025;28/08/2025;2025-10-12;CLI-0186;EMP-507;ENT-QC;BD-1047;6;100,50;5,70;71,53;Téléphone
CMD-104182;17-sept-25;26/09/2025;01/11/2025;CLI-0059;EMP-504;ENT-QC;BD-1051;63;101,42;21,80;79,76;Représentant
CMD-104820;14/11/2025;2025-11-19;;CLI-0009;EMP-502;ENT-MTL;BD-1168;12;301,93;24,50;229,43;Représentant
CMD-102977;23/04/2025;29/04/2025;2025-06-13;CLI-0108;EMP-503;ENT-QC;BD-1147;3;525,27;12,20;346,92;Portail web
CMD-104324;2025-09-29;01/10/2025;15/11/2025;CLI-0091;EMP-504;ENT-MTL;BD-1061;4;111,97;5,20;76,81;Téléphone
CMD-104938;28-nov-25;30/11/2025;;CLI-0034;EMP-507;ENT-QC;BD-1070;3;67,57;11,30;48,05;Représentant
CMD-104752;05/11/2025;2025-11-14;;CLI-0123;EMP-501;ENT-QC;BD-1091;8;494,39;13,00;336,22;Téléphone
CMD-103781;07/08/2025;2025-08-16;12/10/2025;CLI-0123;EMP-501;ENT-QC;BD-1050;3;429,77;14,70;297,82;Téléphone
CMD-104412;07/10/2025;2025-10-13;04/12/2025;CLI-0109;EMP-501;ENT-MTL;BD-1069;4;372,01;6,70;239,15;Courriel
CMD-103448;18/06/2025;27/06/2025;2025-07-17;CLI-0054;EMP-507;ENT-SAG;BD-1029;2;339,93;13,30;243,45;Portail web
CMD-103037;30/04/2025;2025-05-09;13/06/2025;CLI-0076;EMP-507;ENT-SAG;BD-1055;7;249,53;24,00;213,75;Représentant
CMD-105085;24/12/2025;2026-01-02;;CLI-0211;EMP-504;ENT-MTL;BD-1092;6;243,81;13,60;168,72;Portail web
CMD-103052;01/05/2025;08/05/2025;07/07/2025;CLI-0129;EMP-508;ENT-SAG;BD-1035;1;44,85;7,30;30,63;Représentant
CMD-103392;12/06/2025;16/06/2025;2025-07-30;CLI-0012;EMP-501;ENT-QC;BD-1105;33;203,35;21,50;169,61;Portail web
CMD-103192;19/05/2025;22/05/2025;2025-07-15;CLI-0216;EMP-503;ENT-QC;BD-1123;3;209,25;3,80;132,28;Courriel
CMD-102600;03-mars-25;10/03/2025;25/04/2025;CLI-0050;EMP-502;ENT-MTL;BD-1083;2;268,66;12,50;160,44;Représentant
CMD-103270;27/05/2025;05/06/2025;12-juil-25;CLI-0185;EMP-508;ENT-MTL;BD-1146;2;299,59;20,20;225,52;Représentant
CMD-104957;2025-12-01;03/12/2025;;CLI-0173;EMP-508;ENT-QC;BD-1074;4;164,81;15,10;130,44;Représentant
CMD-103138;12/05/2025;2025-05-14;22/06/2025;CLI-0174;EMP-502;ENT-QC;BD-1048;6;49,06;4,20;33,51;Courriel
CMD-102913;2025-04-15;19/04/2025;09/06/2025;CLI-0019;EMP-502;ENT-QC;BD-1042;12;430,58;2,40;267,02;Portail web
CMD-103943;25/08/2025;2025-09-01;19/10/2025;CLI-0127;EMP-503;ENT-QC;BD-1013;3;454,11;12,00;315,34;Représentant
CMD-104533;16/10/2025;20/10/2025;07-déc-25;CLI-0191;EMP-504;ENT-MTL;BD-1093;1;188,14;15,90;159,25;Représentant
CMD-103872;2025-08-16;20/08/2025;27/10/2025;CLI-0128;EMP-502;ENT-MTL;BD-1012;8;103,77;14,70;69,62;Téléphone
CMD-103871;16/08/2025;20/08/2025;2025-09-27;CLI-0134;EMP-509;ENT-QC;BD-1040;3;429,69;2,50;274,41;Portail web
CMD-104160;2025-09-15;19/09/2025;08/11/2025;CLI-0191;EMP-504;ENT-MTL;BD-1098;6;369,86;16,10;309,76;Téléphone
CMD-103375;10/06/2025;14/06/2025;2025-07-21;CLI-0009;EMP-502;ENT-QC;BD-1014;17;34,95;21,80;27,18;Téléphone
CMD-103828;12/08/2025;2025-08-15;21/10/2025;CLI-0089;EMP-502;ENT-QC;BD-1094;19;154,42;24,30;124,30;Représentant
CMD-104052;2025-09-04;11/09/2025;28/10/2025;CLI-0035;EMP-503;ENT-MTL;BD-1062;2;151,72;15,60;135,59;Portail web
CMD-104285;2025-09-25;02/10/2025;11/11/2025;CLI-0115;EMP-509;ENT-QC;BD-1056;12;424,66;13,70;293,14;Portail web
CMD-104785;10/11/2025;19-nov-25;;CLI-0143;EMP-503;ENT-MTL;BD-1169;6;485,41;15,80;282,28;Téléphone
CMD-103611;09/07/2025;2025-07-15;10/08/2025;CLI-0212;EMP-507;ENT-MTL;BD-1038;4;446,65;19,10;319,94;Représentant
CMD-104928;27/11/2025;01-déc-25;;CLI-0102;EMP-506;ENT-MTL;BD-1128;8;137,19;5,30;78,87;Portail web
CMD-103266;27/05/2025;30/05/2025;25-juil-25;CLI-0038;EMP-507;ENT-MTL;BD-1063;8;325,30;11,70;247,24;Portail web
CMD-104687;30/10/2025;08/11/2025;2025-12-29;CLI-0117;EMP-504;ENT-QC;BD-1065;6;242,09;2,90;155,19;Représentant
CMD-105107;27-déc-25;01/01/2026;;CLI-0045;EMP-502;ENT-QC;BD-1139;6;320,39;10,70;203,11;Représentant
CMD-102696;14/03/2025;2025-03-23;07/05/2025;CLI-0209;EMP-508;ENT-QC;BD-1048;2;40,81;20,30;33,51;Téléphone
CMD-103147;13/05/2025;18/05/2025;17-juil-25;CLI-0059;EMP-504;ENT-QC;BD-1072;19;318,11;19,60;236,88;Représentant
CMD-103567;02/07/2025;04-juil-25;31/08/2025;CLI-0057;EMP-507;ENT-QC;BD-1015;1;453,63;14,60;325,38;Représentant
CMD-103038;30/04/2025;2025-05-08;24/06/2025;CLI-0031;EMP-509;ENT-MTL;BD-1062;4;153,10;14,80;114,90;Téléphone
CMD-105011;n/d;20/12/2025;;CLI-0063;EMP-503;ENT-MTL;BD-1160;1;67,13;14,80;41,56;Téléphone
CMD-102475;03/02/2025;10-févr-25;30/03/2025;CLI-0054;EMP-507;ENT-SAG;BD-1019;3;256,01;15,00;173,78;Représentant
CMD-103989;2025-08-29;01/09/2025;12/10/2025;CLI-0047;EMP-508;ENT-MTL;BD-1022;4;382,43;15,80;298,47;Représentant
CMD-103227;22-mai-25;29/05/2025;18/06/2025;CLI-0169;EMP-507;ENT-SAG;BD-1064;2;112,62;10,10;70,89;Représentant
CMD-104930;27/11/2025;2025-12-05;;CLI-0072;EMP-501;ENT-MTL;BD-1178;3;173,98;15,30;119,43;Téléphone
CMD-103477;2025-06-23;26/06/2025;09/08/2025;CLI-0074;EMP-507;ENT-QC;BD-1053;25;249,84;23,60;180,55;Représentant
CMD-102643;2025-03-08;15/03/2025;18/04/2025;CLI-0118;EMP-504;ENT-MTL;BD-1020;12;48,23;16,10;33,12;Téléphone
CMD-102476;03/02/2025;10/02/2025;2025-03-18;CLI-0043;EMP-506;ENT-MTL;BD-1180;6;169,32;10,60;95,30;Représentant
CMD-103686;22/07/2025;24/07/2025;2025-09-16;CLI-0017;EMP-507;ENT-SAG;BD-1036;24;216,09;15,80;191,63;Téléphone
CMD-102537;17/02/2025;23/02/2025;2025-04-08;CLI-0153;EMP-507;ENT-QC;BD-1138;2;124,55;15,40;88,19;Portail web
CMD-104233;20/09/2025;2025-09-27;06/11/2025;CLI-0014;EMP-502;ENT-MTL;BD-1035;4;47,22;2,40;30,63;Portail web
CMD-104540;2025-10-16;21/10/2025;21/11/2025;CLI-0188;EMP-506;ENT-MTL;BD-1077;2;285,61;16,50;171,09;Téléphone
CMD-104658;28/10/2025;06/11/2025;08-déc-25;CLI-0048;EMP-508;ENT-MTL;BD-1094;6;178,91;12,20;124,30;Représentant
CMD-104910;26/11/2025;03/12/2025;;CLI-0138;EMP-506;ENT-QC;BD-1002;2;444,26;5,20;298,72;Portail web
CMD-102344;06/01/2025;2025-01-13;16/02/2025;CLI-0002;EMP-509;ENT-MTL;BD-1179;3;394,17;8,70;231,35;Représentant
CMD-104786;2025-11-11;13/11/2025;06/12/2025;CLI-0049;EMP-508;ENT-MTL;BD-1135;2;61,09;16,70;40,73;Représentant
CMD-103153;14/05/2025;2025-05-22;16/07/2025;CLI-0040;EMP-509;ENT-MTL;BD-1126;6;175,45;13,30;133,03;Courriel
CMD-103850;14-août-25;19/08/2025;17/10/2025;CLI-0151;EMP-504;ENT-SAG;BD-1045;6;123,83;5,50;78,37;Téléphone
CMD-104747;05/11/2025;2025-11-10;20/12/2025;CLI-0109;EMP-501;ENT-MTL;BD-1100;4;500,56;6,70;369,19;Portail web
CMD-103189;19/05/2025;2025-05-25;10/07/2025;CLI-0217;EMP-506;ENT-MTL;BD-1124;15;206,67;18,90;153,77;Représentant
CMD-103478;23/06/2025;29/06/2025;2025-07-30;CLI-0145;EMP-504;ENT-MTL;BD-1167;8;352,17;5,10;209,73;Portail web
CMD-102346;06/01/2025;09/01/2025;20/02/2025;CLI-0137;EMP-503;ENT-MTL;BD-1069;49;297,13;25,50;202,67;Courriel
CMD-103863;15/08/2025;2025-08-18;13/10/2025;CLI-0160;EMP-508;ENT-QC;BD-1059;4;497,14;5,70;391,48;Représentant
CMD-103921;21/08/2025;28/08/2025;2025-10-07;CLI-0093;EMP-508;ENT-MTL;BD-1010;2;135,93;16,60;88,91;Portail web
CMD-103171;2025-05-16;25/05/2025;08/07/2025;CLI-0105;EMP-502;ENT-QC;BD-1101;2;102,44;5,60;75,83;Portail web
CMD-103823;2025-08-12;21/08/2025;26/09/2025;CLI-0061;EMP-503;ENT-QC;BD-1017;3;474,33;15,90;313,71;Téléphone
CMD-103905;2025-08-20;26/08/2025;;CLI-0099;EMP-505;ENT-MTL;BD-1045;6;101,49;22,60;78,37;Représentant
CMD-103286;28/05/2025;30/05/2025;2025-07-02;CLI-0187;EMP-507;ENT-MTL;BD-1107;6;188,07;14,60;150,54;Représentant
CMD-104205;18/09/2025;26/09/2025;;CLI-0080;EMP-506;ENT-SAG;BD-1067;1;35,99;13,50;28,64;Courriel
CMD-103478;23/06/2025;29/06/2025;30-juil-25;CLI-0145;EMP-504;ENT-MTL;BD-1124;24;241,89;5,10;153,77;Téléphone
CMD-102613;2025-03-04;10/03/2025;09/05/2025;CLI-0011;EMP-507;ENT-SAG;BD-1038;8;537,09;2,70;319,94;Téléphone
CMD-104246;22-sept-25;28/09/2025;30/10/2025;CLI-0073;EMP-501;ENT-MTL;BD-1175;3;143,29;15,60;96,85;Courriel
